user_id,amount,merchant,category,country,device_type,payment_method,balance_before,balance_after,is_foreign_transaction,transaction_status,timestamp
3db93137,117.02,Starbucks,Transport,France,iPhone,Card,6323.77,6206.75,1,Pending,2025-09-25 21:45:49.502363
bfb78352,152.72,McDonalds,Food,Spain,Android,GooglePay,9079.65,8926.93,1,Completed,2025-09-10 15:12:41.680439
6e01bbe6,95.68,Netflix,Fuel,Spain,MacOS,Transfer,319.14,223.46,1,Completed,2025-08-08 16:01:23.862984
66339b3e,57.84,Amazon,Food,Germany,Windows,ApplePay,5578.81,5520.97,1,Pending,2025-09-26 07:14:33.651744
1f2e8004,88.6,Uber,Food,France,Android,ApplePay,3018.8,2930.2,1,Failed,2025-08-03 08:00:42.263529
8ad25e98,18.24,Starbucks,Transport,France,Android,GooglePay,6288.67,6270.43,1,Completed,2025-09-25 07:39:09.254161
6e01bbe6,1.16,Uber,Subscriptions,Germany,Windows,Card,3473.69,3472.53,1,Pending,2025-08-08 13:26:18.167300
8ad25e98,42.24,McDonalds,Food,France,MacOS,Card,869.86,827.62,1,Pending,2025-08-10 02:26:46.234857
3cd97628,172.02,Amazon,Entertainment,Germany,Android,ApplePay,7880.85,7708.83,1,Completed,2025-07-27 04:50:30.524964
11266a19,47.85,Starbucks,Food,France,Android,ApplePay,6917.35,6869.5,1,Completed,2025-09-28 18:15:33.326873
ef2d4389,22.44,Zara,Transport,Spain,Windows,Card,3458.07,3435.63,1,Failed,2025-08-05 20:48:49.611695
3cd97628,70.65,Spotify,Entertainment,Poland,Windows,ApplePay,9455.6,9384.95,0,Pending,2025-09-23 17:24:57.112069
3db93137,47.1,Shell,Food,Spain,MacOS,Transfer,6489.0,6441.9,1,Completed,2025-09-13 03:42:19.573388
39785e65,147.04,Spotify,Fuel,France,Windows,Transfer,2150.12,2003.08,1,Completed,2025-07-22 01:25:01.916260
372ed187,166.91,McDonalds,Transport,UK,Windows,GooglePay,4299.67,4132.76,1,Completed,2025-08-15 18:16:39.991218
26927edf,55.19,Netflix,Fuel,France,iPhone,Transfer,2922.96,2867.77,1,Pending,2025-07-25 19:08:18.352417
fd5030c7,95.62,Apple,Entertainment,Poland,Windows,GooglePay,2907.93,2812.31,0,Completed,2025-07-22 11:53:56.259116
48caada0,100.63,IKEA,Fuel,France,iPhone,GooglePay,861.52,760.89,1,Completed,2025-07-29 02:06:10.229217
37901d0a,77.08,Spotify,Subscriptions,Germany,Android,Transfer,5283.27,5206.19,1,Failed,2025-09-07 00:28:48.541346
3861b8ec,66.18,IKEA,Subscriptions,France,iPhone,Transfer,7431.27,7365.09,1,Failed,2025-08-31 10:19:13.657968
21898b1a,24.55,Zara,Subscriptions,Poland,iPhone,Card,7104.63,7080.08,0,Completed,2025-10-03 08:41:00.961267
239d56cc,30.77,Shell,Transport,UK,Android,Transfer,4096.6,4065.83,1,Pending,2025-09-15 02:28:08.187564
eefbe417,24.23,Starbucks,Subscriptions,France,Windows,ApplePay,2789.91,2765.68,1,Completed,2025-10-11 20:12:45.021053
ef2d4389,74.99,Netflix,Transport,UK,MacOS,Card,2831.63,2756.64,1,Completed,2025-08-10 19:22:16.328102
c8dc4a34,6.98,Uber,Transport,France,Windows,GooglePay,3017.12,3010.14,1,Pending,2025-09-25 07:55:12.726038
c44b0363,92.44,Amazon,Shopping,UK,MacOS,Card,6115.64,6023.2,1,Pending,2025-09-16 05:03:59.154204
372ed187,84.16,Shell,Transport,France,MacOS,ApplePay,954.4,870.24,1,Pending,2025-08-24 02:42:23.900578
c91c9e0a,47.2,Zara,Shopping,Spain,Android,ApplePay,6070.64,6023.44,1,Failed,2025-08-31 18:02:29.851847
1f2e8004,63.7,Netflix,Entertainment,UK,Windows,Card,6311.76,6248.06,1,Failed,2025-07-21 16:22:06.803774
cd63831a,2.03,Zara,Entertainment,UK,Android,GooglePay,348.08,346.05,1,Failed,2025-10-05 20:11:55.168604
6193540e,129.78,Shell,Food,Poland,Android,ApplePay,9657.15,9527.37,0,Pending,2025-08-29 20:25:37.189225
c8dc4a34,128.68,Amazon,Transport,Spain,MacOS,Transfer,7124.97,6996.29,1,Pending,2025-09-17 19:54:57.147675
c8481689,11.1,Starbucks,Fuel,Germany,Android,GooglePay,6178.07,6166.97,1,Failed,2025-08-27 00:11:26.869726
e2d2fe1c,12.65,Spotify,Transport,Spain,MacOS,ApplePay,6057.15,6044.5,1,Pending,2025-08-25 18:27:18.850556
396aea2c,24.95,Zara,Fuel,Poland,MacOS,Transfer,8687.74,8662.79,0,Completed,2025-09-01 12:31:52.623118
d9ac16f2,113.09,McDonalds,Subscriptions,Poland,Android,GooglePay,2185.8,2072.71,0,Pending,2025-07-29 21:39:11.392744
11266a19,100.44,IKEA,Shopping,Poland,MacOS,GooglePay,5958.34,5857.9,0,Pending,2025-09-18 23:12:15.923211
11170608,142.84,Zara,Entertainment,Poland,Windows,ApplePay,4199.89,4057.05,0,Failed,2025-09-15 06:21:22.054077
0a4b2196,150.18,Apple,Shopping,Poland,Windows,Card,350.87,200.69,0,Failed,2025-10-13 06:32:19.790632
e76697a3,11.87,IKEA,Entertainment,Poland,iPhone,ApplePay,4612.49,4600.62,0,Completed,2025-07-25 03:43:57.845672
2fe9e4d1,110.86,Zara,Transport,Poland,Android,Card,9584.29,9473.43,0,Pending,2025-10-02 16:53:45.776049
5091aeba,147.46,Uber,Entertainment,Germany,iPhone,Card,2047.7,1900.24,1,Pending,2025-08-10 03:42:06.515250
03c34c1f,59.96,Apple,Food,Spain,Windows,GooglePay,6790.11,6730.15,1,Failed,2025-07-28 01:34:01.621958
61728892,78.59,Amazon,Fuel,UK,iPhone,Transfer,1107.73,1029.14,1,Failed,2025-09-08 08:39:27.456503
2eac0a69,69.54,IKEA,Fuel,Germany,Android,Transfer,7534.17,7464.63,1,Failed,2025-08-31 13:01:43.920834
4ae211ef,72.11,Uber,Subscriptions,Poland,iPhone,Transfer,2735.37,2663.26,0,Completed,2025-09-11 02:48:13.322058
03dfdb2d,129.56,Spotify,Shopping,France,iPhone,ApplePay,4457.15,4327.59,1,Failed,2025-08-14 02:19:43.429075
11170608,184.98,Netflix,Entertainment,Spain,Android,Card,6449.34,6264.36,1,Pending,2025-09-19 17:15:28.111316
1df89181,162.89,Shell,Entertainment,France,Android,GooglePay,2571.82,2408.93,1,Completed,2025-08-16 05:06:11.233767
a72bf52c,49.82,Apple,Shopping,France,Windows,Card,2152.85,2103.03,1,Pending,2025-08-28 16:36:49.791162
9d7c82c7,95.81,Spotify,Subscriptions,Poland,Android,ApplePay,8799.21,8703.4,0,Completed,2025-09-23 10:18:27.798022
8b761db8,32.97,Shell,Transport,Spain,Windows,Transfer,2853.9,2820.93,1,Failed,2025-09-03 16:57:13.434396
21898b1a,38.57,Starbucks,Transport,UK,iPhone,Card,2626.09,2587.52,1,Failed,2025-10-06 00:46:03.540493
e2d2fe1c,75.97,Amazon,Food,Spain,Windows,Card,7380.79,7304.82,1,Pending,2025-08-23 12:51:32.942358
3bd33b5f,37.05,Apple,Fuel,Germany,iPhone,GooglePay,6145.97,6108.92,1,Failed,2025-08-28 20:58:54.285685
26dbb751,45.2,Starbucks,Subscriptions,France,Windows,ApplePay,9524.61,9479.41,1,Pending,2025-08-21 03:02:04.679045
0a01d0d3,94.36,Apple,Shopping,Poland,Android,Card,8417.22,8322.86,0,Pending,2025-09-28 07:52:56.357477
af02866d,109.98,Amazon,Fuel,Poland,iPhone,ApplePay,9340.56,9230.58,0,Pending,2025-08-29 02:43:08.111468
6193540e,108.32,Zara,Food,UK,iPhone,Transfer,5533.69,5425.37,1,Failed,2025-08-25 09:04:12.119445
372ed187,108.93,Starbucks,Subscriptions,UK,MacOS,ApplePay,7480.24,7371.31,1,Failed,2025-10-12 23:26:37.966653
7a53e740,5.74,McDonalds,Transport,Spain,iPhone,ApplePay,7431.59,7425.85,1,Completed,2025-08-03 11:33:52.555286
c44b0363,34.2,Netflix,Transport,Germany,iPhone,ApplePay,3836.91,3802.71,1,Failed,2025-08-25 21:53:25.084062
69d5c8ed,82.28,Spotify,Fuel,Germany,Android,ApplePay,9223.51,9141.23,1,Pending,2025-09-07 00:39:39.331738
19cc3e02,144.38,McDonalds,Food,Germany,Android,ApplePay,2834.76,2690.38,1,Pending,2025-07-26 20:32:31.189606
3861b8ec,221.83,Spotify,Entertainment,Germany,Windows,Card,3810.8,3588.97,1,Failed,2025-09-17 09:01:45.778567
3be4bb4e,98.23,Netflix,Food,France,MacOS,ApplePay,7916.39,7818.16,1,Completed,2025-09-21 20:46:02.803069
48caada0,123.29,Amazon,Food,Poland,Android,GooglePay,4652.59,4529.3,0,Completed,2025-08-08 16:16:08.926266
19038338,0.32,Starbucks,Subscriptions,UK,Android,Transfer,7113.52,7113.2,1,Failed,2025-09-27 21:51:59.451814
1aec7664,121.58,Starbucks,Fuel,UK,iPhone,Card,4390.49,4268.91,1,Completed,2025-09-18 19:42:56.477495
689af471,199.55,Spotify,Entertainment,Poland,Android,ApplePay,9375.55,9176.0,0,Failed,2025-08-03 11:20:33.327474
ef2d4389,34.0,Starbucks,Fuel,Germany,Android,GooglePay,827.26,793.26,1,Pending,2025-08-01 06:32:31.715031
ed662afa,47.03,Starbucks,Entertainment,UK,Android,Transfer,4550.41,4503.38,1,Completed,2025-08-19 03:35:57.010541
5ee76956,131.58,Spotify,Fuel,Spain,Android,Transfer,414.75,283.17,1,Pending,2025-10-08 06:55:45.264987
4ae211ef,81.52,Apple,Entertainment,UK,Android,Transfer,750.53,669.01,1,Failed,2025-08-12 12:59:53.528442
9d7c82c7,35.18,McDonalds,Fuel,Spain,Android,GooglePay,5012.74,4977.56,1,Pending,2025-10-11 23:23:14.295009
61728892,50.41,Netflix,Fuel,France,MacOS,Transfer,6620.7,6570.29,1,Completed,2025-09-27 10:58:41.385307
d358dda3,166.62,Netflix,Food,Germany,MacOS,GooglePay,2750.32,2583.7,1,Completed,2025-10-11 06:05:12.475574
4376822d,63.26,Spotify,Shopping,Spain,MacOS,GooglePay,890.82,827.56,1,Completed,2025-10-10 17:02:55.281317
03dfdb2d,63.21,Starbucks,Shopping,France,MacOS,Transfer,2019.34,1956.13,1,Pending,2025-09-12 04:07:40.261350
e0ee2924,127.42,Amazon,Subscriptions,France,MacOS,Card,8178.43,8051.01,1,Pending,2025-09-11 03:47:41.155980
37c7ba40,100.4,McDonalds,Food,France,iPhone,Card,6914.32,6813.92,1,Completed,2025-07-21 14:45:33.304991
63a51403,60.12,McDonalds,Subscriptions,Spain,MacOS,GooglePay,3236.11,3175.99,1,Pending,2025-08-19 10:02:23.326231
3cd97628,43.27,IKEA,Fuel,UK,Windows,ApplePay,2649.58,2606.31,1,Pending,2025-09-21 07:33:46.693551
c44b0363,256.95,Spotify,Subscriptions,Poland,MacOS,Card,3697.48,3440.53,0,Failed,2025-08-11 22:26:18.865620
239d56cc,154.68,Zara,Entertainment,Spain,MacOS,ApplePay,3667.13,3512.45,1,Failed,2025-09-13 06:20:39.613617
cf772bdb,108.91,Zara,Entertainment,Germany,Windows,GooglePay,3216.4,3107.49,1,Completed,2025-07-25 10:02:49.645233
a8da3976,112.84,Zara,Shopping,France,Android,Card,9155.13,9042.29,1,Pending,2025-09-17 08:33:52.827631
3bd33b5f,72.47,IKEA,Subscriptions,UK,MacOS,Transfer,3673.36,3600.89,1,Failed,2025-09-13 05:19:33.659550
c8dc4a34,99.67,Starbucks,Transport,Spain,MacOS,GooglePay,5155.21,5055.54,1,Pending,2025-07-27 20:15:45.541538
ed662afa,66.21,Netflix,Entertainment,Poland,Android,ApplePay,5623.04,5556.83,0,Completed,2025-09-02 12:50:00.573244
cf772bdb,28.92,IKEA,Fuel,Poland,Windows,Transfer,5130.7,5101.78,0,Completed,2025-08-02 09:22:48.993100
03dfdb2d,102.05,Uber,Fuel,Spain,iPhone,ApplePay,6834.02,6731.97,1,Failed,2025-09-20 03:30:05.404342
b1ff94a8,61.19,Starbucks,Transport,UK,Windows,ApplePay,8411.5,8350.31,1,Completed,2025-09-22 18:49:20.234894
5567b9e5,105.21,IKEA,Subscriptions,France,Android,ApplePay,4504.26,4399.05,1,Completed,2025-09-17 22:51:46.580293
c8dc4a34,116.41,Amazon,Entertainment,France,iPhone,Transfer,6183.36,6066.95,1,Pending,2025-07-29 05:27:59.067601
62869b4e,108.42,Netflix,Transport,Poland,MacOS,ApplePay,1956.68,1848.26,0,Completed,2025-08-14 09:24:07.340703
6e01bbe6,24.42,IKEA,Food,Germany,Android,Card,7000.71,6976.29,1,Completed,2025-10-03 17:05:25.008749
738b799d,54.96,Amazon,Fuel,Poland,MacOS,ApplePay,1819.79,1764.83,0,Failed,2025-09-03 04:24:44.470816
597ccd50,62.29,Uber,Food,Germany,Windows,Card,219.52,157.23,1,Pending,2025-09-16 12:12:31.437111
2eac0a69,138.55,Apple,Entertainment,Poland,Windows,ApplePay,5246.35,5107.8,0,Pending,2025-09-03 22:27:59.257373
70b80322,135.11,Zara,Food,Spain,Windows,Transfer,1781.36,1646.25,1,Failed,2025-08-17 20:49:54.702272
3be4bb4e,37.43,IKEA,Entertainment,Spain,Android,Transfer,1232.39,1194.96,1,Pending,2025-10-01 00:28:55.321363
9d7c82c7,4.49,Netflix,Entertainment,UK,Android,Transfer,2379.14,2374.65,1,Completed,2025-08-19 13:33:05.919054
0a4b2196,225.6,Apple,Shopping,Germany,Android,Transfer,2604.45,2378.85,1,Pending,2025-09-18 17:51:37.342241
ca6f78ca,105.98,Uber,Fuel,Poland,Windows,ApplePay,765.78,659.8,0,Completed,2025-07-18 14:11:14.211874
69d5c8ed,2.66,Zara,Transport,UK,iPhone,Transfer,2351.63,2348.97,1,Completed,2025-09-20 19:38:20.173530
4376822d,46.11,Zara,Transport,Germany,Windows,ApplePay,9606.66,9560.55,1,Failed,2025-07-27 09:38:56.347786
ef2d4389,141.28,Apple,Subscriptions,Germany,iPhone,Card,4274.6,4133.32,1,Failed,2025-07-26 02:51:05.608838
cf772bdb,205.31,Netflix,Fuel,Poland,Android,GooglePay,4403.65,4198.34,0,Failed,2025-10-03 04:50:54.536235
af02866d,192.26,Shell,Transport,Poland,Android,GooglePay,7081.03,6888.77,0,Pending,2025-09-28 05:03:08.716714
c5574659,103.38,Shell,Food,Germany,MacOS,GooglePay,1882.6,1779.22,1,Completed,2025-07-27 17:44:46.093828
5ee76956,78.14,Uber,Entertainment,Poland,Windows,Transfer,8731.16,8653.02,0,Failed,2025-09-02 10:13:39.636278
372ed187,80.2,Spotify,Fuel,Germany,Android,Card,6387.91,6307.71,1,Pending,2025-08-20 10:25:03.410867
597ccd50,19.17,Amazon,Shopping,Germany,Windows,GooglePay,6135.25,6116.08,1,Failed,2025-08-04 16:56:54.740914
1f2e8004,85.14,Starbucks,Fuel,UK,MacOS,Transfer,1348.6,1263.46,1,Completed,2025-07-16 10:06:37.970134
19038338,26.28,Zara,Subscriptions,France,Windows,ApplePay,6982.32,6956.04,1,Failed,2025-07-17 21:12:54.599889
03c34c1f,55.51,Starbucks,Food,Spain,MacOS,GooglePay,2221.27,2165.76,1,Completed,2025-10-02 10:08:29.906862
4ae211ef,131.51,Amazon,Subscriptions,Germany,iPhone,GooglePay,2202.3,2070.79,1,Pending,2025-08-15 02:49:58.227099
3cd97628,65.92,Zara,Shopping,Spain,iPhone,GooglePay,5176.49,5110.57,1,Completed,2025-09-30 11:38:57.278589
1f2e8004,62.02,IKEA,Shopping,Spain,iPhone,Card,7969.03,7907.01,1,Pending,2025-08-25 01:56:57.743266
09c1b42c,76.99,Spotify,Shopping,France,Windows,ApplePay,876.65,799.66,1,Completed,2025-09-07 05:14:06.276774
a8da3976,237.25,Starbucks,Fuel,UK,Windows,ApplePay,6358.58,6121.33,1,Pending,2025-07-21 10:54:09.207109
8b761db8,13.28,McDonalds,Transport,Spain,MacOS,GooglePay,6948.59,6935.31,1,Failed,2025-10-09 11:23:57.956381
11170608,96.84,Apple,Shopping,UK,Android,GooglePay,8393.95,8297.11,1,Failed,2025-08-12 22:21:11.584136
b24b1f7a,185.52,Zara,Transport,Germany,Android,GooglePay,8249.61,8064.09,1,Failed,2025-07-29 09:54:35.210497
af02866d,76.81,Shell,Food,Spain,MacOS,ApplePay,3469.56,3392.75,1,Failed,2025-07-25 11:57:05.452221
7a53e740,153.41,Netflix,Transport,Germany,iPhone,Transfer,7957.27,7803.86,1,Failed,2025-08-29 11:02:48.075561
d9ac16f2,0.85,McDonalds,Shopping,Poland,Windows,ApplePay,8578.75,8577.9,0,Pending,2025-10-04 07:22:18.620923
66339b3e,67.82,Shell,Shopping,Germany,iPhone,Card,8849.09,8781.27,1,Failed,2025-07-20 15:04:20.656090
37c7ba40,32.0,Uber,Food,Spain,Windows,Card,4000.7,3968.7,1,Pending,2025-09-27 02:30:23.273052
11266a19,76.19,Apple,Transport,Spain,MacOS,Transfer,8074.67,7998.48,1,Completed,2025-09-29 12:06:08.803173
a72bf52c,77.43,Zara,Subscriptions,Germany,MacOS,Card,856.34,778.91,1,Completed,2025-09-20 23:06:59.265823
6e01bbe6,83.48,Amazon,Transport,France,iPhone,Card,8798.03,8714.55,1,Completed,2025-09-21 17:18:11.135415
e0ee2924,130.91,Spotify,Food,Germany,MacOS,Card,9687.04,9556.13,1,Pending,2025-07-26 20:21:15.535911
c8dc4a34,54.81,Starbucks,Subscriptions,France,Android,ApplePay,852.33,797.52,1,Pending,2025-08-10 03:49:16.830656
4ed96c7d,43.6,Netflix,Subscriptions,Spain,Windows,GooglePay,3879.6,3836.0,1,Failed,2025-10-12 12:05:17.340336
d9ac16f2,92.68,Uber,Entertainment,Germany,iPhone,GooglePay,8077.38,7984.7,1,Completed,2025-09-27 23:10:25.994504
8b91d2d5,32.59,McDonalds,Fuel,Germany,iPhone,Transfer,2357.09,2324.5,1,Completed,2025-10-10 06:24:11.671746
fe4639d6,117.18,Apple,Food,Germany,MacOS,ApplePay,3635.1,3517.92,1,Pending,2025-07-28 03:41:12.610821
a4722294,42.54,Spotify,Food,Spain,Windows,GooglePay,3821.83,3779.29,1,Completed,2025-09-26 21:28:28.698550
378500e1,68.93,Apple,Transport,France,Windows,GooglePay,4749.54,4680.61,1,Completed,2025-07-15 13:19:40.576778
a7b599fb,133.82,Amazon,Entertainment,Poland,Android,Transfer,7145.9,7012.08,0,Completed,2025-09-24 09:16:27.870628
cd63831a,156.49,Netflix,Transport,Spain,MacOS,GooglePay,281.96,125.47,1,Pending,2025-08-07 12:59:10.607665
4376822d,119.09,McDonalds,Subscriptions,UK,iPhone,GooglePay,4943.1,4824.01,1,Pending,2025-09-16 23:27:37.801649
8b761db8,11.74,McDonalds,Entertainment,France,Android,GooglePay,252.07,240.33,1,Completed,2025-08-04 11:46:51.586866
3861b8ec,115.93,Spotify,Food,France,MacOS,Transfer,5574.51,5458.58,1,Failed,2025-08-12 02:00:01.754109
8b91d2d5,120.1,IKEA,Food,France,MacOS,GooglePay,851.34,731.24,1,Pending,2025-09-06 03:57:13.580213
d4a6334b,107.44,Spotify,Transport,UK,Android,Card,7863.21,7755.77,1,Pending,2025-10-03 20:29:43.468925
0a01d0d3,167.35,Netflix,Transport,Spain,MacOS,ApplePay,7567.12,7399.77,1,Completed,2025-09-07 17:51:59.100634
599a00a2,85.03,McDonalds,Food,Poland,MacOS,Transfer,1575.18,1490.15,0,Completed,2025-07-31 15:15:40.203324
37c7ba40,164.63,Apple,Shopping,France,iPhone,GooglePay,6777.34,6612.71,1,Failed,2025-09-26 17:08:20.000046
4376822d,164.2,IKEA,Shopping,UK,Android,ApplePay,1864.83,1700.63,1,Completed,2025-09-06 22:25:08.453422
66339b3e,121.87,Zara,Food,France,Android,Card,2110.76,1988.89,1,Completed,2025-10-10 05:32:14.357256
2eac0a69,97.79,IKEA,Entertainment,UK,MacOS,Transfer,9100.64,9002.85,1,Completed,2025-08-11 09:13:03.833961
c91c9e0a,107.79,McDonalds,Food,France,MacOS,Transfer,7635.41,7527.62,1,Failed,2025-08-12 20:38:23.068093
2fe9e4d1,182.0,Netflix,Food,UK,iPhone,ApplePay,8913.45,8731.45,1,Failed,2025-09-24 11:35:05.643913
d4a6334b,144.29,Amazon,Subscriptions,France,Windows,ApplePay,5872.31,5728.02,1,Completed,2025-09-14 14:36:16.484063
fbb359bb,18.05,Apple,Food,France,MacOS,Card,4844.43,4826.38,1,Failed,2025-08-19 00:28:09.998943
8b761db8,103.88,IKEA,Fuel,UK,Android,Card,7220.69,7116.81,1,Completed,2025-08-05 00:13:36.255134
e76697a3,29.14,Spotify,Subscriptions,France,Android,Transfer,3275.5,3246.36,1,Completed,2025-09-24 18:52:09.250355
59527dd4,40.87,McDonalds,Transport,Spain,iPhone,ApplePay,2566.71,2525.84,1,Failed,2025-07-27 02:57:55.473190
4ed96c7d,57.77,McDonalds,Shopping,France,Windows,Transfer,9096.82,9039.05,1,Failed,2025-08-24 16:07:16.114406
af02866d,4.33,Netflix,Fuel,Spain,Windows,Card,5169.18,5164.85,1,Pending,2025-10-10 15:51:58.656599
69d5c8ed,25.53,Apple,Transport,UK,MacOS,Transfer,8253.94,8228.41,1,Completed,2025-07-29 21:27:33.074305
48caada0,171.16,Apple,Transport,Germany,MacOS,Card,6663.21,6492.05,1,Failed,2025-08-30 09:07:35.833935
3be4bb4e,40.53,IKEA,Entertainment,Germany,Windows,Transfer,6985.12,6944.59,1,Pending,2025-08-07 23:40:52.963622
b24b1f7a,131.27,Netflix,Subscriptions,Germany,Windows,GooglePay,2787.81,2656.54,1,Completed,2025-08-04 22:04:16.055433
689af471,90.31,Zara,Shopping,France,MacOS,ApplePay,3380.22,3289.91,1,Failed,2025-10-01 00:15:24.415480
0b2f07b3,113.2,Shell,Fuel,France,Windows,GooglePay,2841.22,2728.02,1,Completed,2025-09-17 07:34:46.428958
689af471,115.83,Uber,Fuel,France,MacOS,Transfer,2343.41,2227.58,1,Completed,2025-08-05 06:08:12.065679
b24b1f7a,23.1,Amazon,Transport,France,Windows,ApplePay,6033.97,6010.87,1,Failed,2025-08-06 11:03:03.970759
f3f95961,130.89,McDonalds,Entertainment,Spain,Windows,GooglePay,8186.41,8055.52,1,Pending,2025-07-26 13:03:09.520227
c44b0363,6.05,Uber,Fuel,Germany,Android,GooglePay,7824.65,7818.6,1,Pending,2025-07-19 09:06:14.505964
26927edf,38.19,Amazon,Entertainment,Spain,Android,Card,1066.17,1027.98,1,Pending,2025-10-12 18:46:03.067257
3bd33b5f,114.92,IKEA,Transport,UK,MacOS,Card,7049.7,6934.78,1,Completed,2025-07-19 05:24:47.343292
61728892,19.49,Uber,Shopping,UK,Android,Card,505.26,485.77,1,Pending,2025-07-27 07:12:36.345368
689af471,37.76,Spotify,Food,Poland,Windows,GooglePay,2743.85,2706.09,0,Completed,2025-07-17 03:11:58.521319
66339b3e,100.98,Netflix,Fuel,UK,Android,Card,582.0,481.02,1,Failed,2025-07-30 21:23:39.622177
cf772bdb,13.89,IKEA,Shopping,UK,Android,GooglePay,6735.1,6721.21,1,Failed,2025-08-29 00:07:41.243330
11266a19,120.75,Amazon,Food,Germany,Windows,Transfer,8903.56,8782.81,1,Pending,2025-08-16 00:07:38.428486
48caada0,61.88,Apple,Fuel,Germany,Windows,GooglePay,3387.85,3325.97,1,Completed,2025-08-01 04:31:49.109516
a72bf52c,100.1,Spotify,Transport,Spain,MacOS,Transfer,2640.29,2540.19,1,Failed,2025-10-12 17:23:34.819253
c91c9e0a,98.97,Shell,Fuel,France,Windows,ApplePay,5851.68,5752.71,1,Completed,2025-09-04 08:23:20.900210
ca6f78ca,125.41,McDonalds,Shopping,Germany,Windows,Transfer,8608.63,8483.22,1,Failed,2025-09-28 09:45:48.264026
3861b8ec,116.75,Apple,Transport,France,MacOS,ApplePay,9976.76,9860.01,1,Pending,2025-09-01 11:35:54.418507
f3f95961,19.0,Netflix,Subscriptions,UK,MacOS,Transfer,419.77,400.77,1,Failed,2025-08-19 02:59:55.569807
63a51403,65.36,Shell,Entertainment,UK,Android,Card,3732.18,3666.82,1,Completed,2025-10-05 03:20:33.555288
39785e65,100.03,Starbucks,Fuel,Spain,MacOS,Transfer,3265.22,3165.19,1,Pending,2025-09-04 08:24:43.373769
0b2f07b3,165.88,Shell,Transport,Poland,MacOS,GooglePay,6612.55,6446.67,0,Pending,2025-10-03 08:48:45.720411
e2d2fe1c,117.32,Shell,Shopping,Poland,MacOS,Transfer,7670.57,7553.25,0,Failed,2025-07-16 11:15:36.375074
483fd891,159.74,Uber,Entertainment,Germany,Android,Card,581.59,421.85,1,Failed,2025-07-17 09:36:57.466880
af02866d,103.21,Zara,Transport,Germany,Android,GooglePay,5721.27,5618.06,1,Failed,2025-08-19 18:39:15.812013
09c1b42c,145.46,McDonalds,Entertainment,UK,MacOS,ApplePay,6321.22,6175.76,1,Completed,2025-10-06 09:51:03.710979
26927edf,94.96,IKEA,Food,Spain,Android,GooglePay,5893.31,5798.35,1,Failed,2025-08-12 05:15:36.599481
69d5c8ed,142.71,Apple,Entertainment,France,iPhone,ApplePay,9908.66,9765.95,1,Completed,2025-08-08 13:31:36.841967
59527dd4,58.92,Shell,Food,France,Windows,ApplePay,7132.49,7073.57,1,Pending,2025-08-15 23:16:03.351813
e76697a3,173.8,Netflix,Entertainment,Poland,MacOS,Transfer,4014.46,3840.66,0,Pending,2025-09-19 08:52:44.802184
af02866d,109.99,Apple,Transport,France,MacOS,Transfer,9296.18,9186.19,1,Completed,2025-10-01 08:14:47.077856
8b761db8,3.96,IKEA,Subscriptions,UK,Android,ApplePay,9305.57,9301.61,1,Failed,2025-07-31 02:15:14.399072
141fca66,102.06,Apple,Food,UK,iPhone,ApplePay,2274.03,2171.97,1,Failed,2025-09-26 13:45:24.324048
3861b8ec,46.0,Spotify,Subscriptions,Germany,Android,GooglePay,9957.18,9911.18,1,Completed,2025-07-29 08:59:08.696483
63a51403,117.53,Netflix,Entertainment,Poland,MacOS,Transfer,6012.95,5895.42,0,Completed,2025-09-04 06:13:32.797410
597ccd50,133.11,Shell,Food,Poland,Android,Card,722.81,589.7,0,Failed,2025-10-12 18:37:25.439114
69d5c8ed,197.25,Starbucks,Transport,France,Android,Card,6839.81,6642.56,1,Pending,2025-08-10 12:33:18.341554
0a4b2196,49.66,Netflix,Shopping,Spain,Windows,Card,3856.6,3806.94,1,Failed,2025-07-17 01:12:43.731563
599a00a2,197.76,Netflix,Transport,UK,Android,Transfer,7031.93,6834.17,1,Completed,2025-10-03 07:28:44.898817
11266a19,80.22,McDonalds,Subscriptions,Poland,MacOS,Card,6556.66,6476.44,0,Pending,2025-09-01 20:18:36.252115
3bd33b5f,35.45,Amazon,Subscriptions,Germany,iPhone,Transfer,6432.22,6396.77,1,Pending,2025-09-25 13:14:18.676155
bfb78352,50.88,IKEA,Fuel,UK,Android,Transfer,6073.16,6022.28,1,Pending,2025-09-20 20:31:34.574480
26927edf,113.77,Spotify,Fuel,France,Windows,Card,4660.69,4546.92,1,Failed,2025-10-05 20:32:41.047751
132e12cd,27.21,IKEA,Subscriptions,France,iPhone,ApplePay,6744.05,6716.84,1,Failed,2025-08-23 05:45:17.873505
fd5030c7,59.89,Uber,Transport,Poland,MacOS,Transfer,387.62,327.73,0,Completed,2025-08-13 09:28:04.280928
79eeaa12,100.54,Spotify,Shopping,Spain,iPhone,Transfer,7835.21,7734.67,1,Failed,2025-09-12 07:38:41.373600
6193540e,173.25,Amazon,Food,France,Windows,Card,8413.92,8240.67,1,Failed,2025-09-28 03:58:40.050653
2fe9e4d1,131.24,McDonalds,Subscriptions,France,Windows,GooglePay,8067.55,7936.31,1,Completed,2025-10-10 10:36:56.411804
396aea2c,82.61,Uber,Food,Germany,iPhone,ApplePay,4987.26,4904.65,1,Completed,2025-09-06 04:57:32.875838
